bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
How is your group project going?,We still need more ideas.,We finished the first part.,It is going well so far.,We will present it next week.,"It is a bit difficult, but okay."
What should we do after school?,How about studying together?,Maybe we can walk in the park.,Why don't we go to the park?,Let's play football.,We could get some snacks.
What is Theo like?,Theo is friendly and kind.,"Theo is a bit quiet, but nice.",Theo loves football.,Theo is funny.,Theo works hard at school.
Have you ever visited Tokyo?,"Not yet, but I want to.",I hope I can visit Tokyo someday.,"No, I have never been there.","Yes, it was amazing.","Yes, I went to Tokyo last year."
The bus is late. What can we do?,Maybe we should walk.,We can take the next bus.,We can wait a few more minutes.,I can check the schedule on my phone.,Let us call someone.
How was your weekend?,It was busy because of homework.,I practiced football most of the time.,Pretty good. I hung out with friends.,"Honestly, I needed more sleep.",Not bad. I watched a few shows.
What do you think about online classes?,I like them when the lessons are clear.,It depends on the teacher and the subject.,"They are convenient, but I miss real classrooms.",I prefer face-to-face classes.,"They can be useful, though distractions are a problem."
The homework was a piece of cake for me. What about you?,I need to review a few parts again.,I got most of it right.,Not for me. I found it tricky.,It took me longer than I expected.,Same here. It was really easy.
Exams are coming. How are you preparing?,I review notes and practice past papers.,I made a revision timetable.,I study a little every evening.,I am starting with the hardest topics.,I still need a better plan.
Why do you enjoy football?,It gives me a break from screens.,I can meet people who like football too.,I feel more confident when I do it.,I have been doing it for years.,It helps me relax after school.
Social media is mostly a waste of time. Do you agree?,I disagree. It helps me stay connected.,Not completely. There are educational accounts too.,"Yes, if people scroll all day.","I see your point, but it can also be useful.",I partly agree. It depends how you use it.
My group member is not doing any work. What should I say?,"If it continues, tell the teacher.",You could talk to them politely first.,Explain what still needs to be finished.,Suggest a clear deadline for each task.,Ask if they need help with their part.
What do you want to do after high school?,I want to study to become a teacher.,Maybe I will study in Tokyo.,I hope to find a job I really like.,I am still deciding.,I want to travel and then go to university.
Should students have less homework?,Students also need free time to rest.,Yes. Quality matters more than quantity.,It depends on the subject.,"A little homework is fine, but not every night.",I think projects are better than long worksheets.
Want to hang out later?,Maybe after I finish math.,I can for about an hour.,Yes. Let’s meet at the café.,Sure. What time works for you?,"Not today, but tomorrow works."
What are your plans for this evening?,I am not sure yet.,I might visit the park.,I am going to run after dinner.,I will finish my homework first.,I plan to rest and read.
"If it rains tomorrow, what will you do?",I will study at home.,I will call my friend instead.,I will take an umbrella.,I will watch a movie indoors.,"If it rains, I will stay home."
Do you think math is important?,"I think so, but it can be hard.","Yes, because it helps me learn.",Not really. I prefer other subjects.,Yes. Math is important for my future.,"Yes, it is useful in daily life."
I feel nervous about the test. What should I do?,Try to sleep well tonight.,Study with a friend.,Ask the teacher if you need help.,You should review a little every day.,Take deep breaths and stay calm.
Can you look after my bag for a minute?,"Sure, I can look after it.",Of course.,"Yes, leave it here.",Okay. I will watch it.,No problem.
How is your group project going?,We still need more ideas.,We finished the first part.,We will present it next week.,It is going well so far.,"It is a bit difficult, but okay."
What should we do after school?,Why don't we go to the park?,We could get some snacks.,Maybe we can walk in the park.,Let's play football.,How about studying together?
What is Theo like?,"Theo is a bit quiet, but nice.",Theo is funny.,Theo is friendly and kind.,Theo works hard at school.,Theo loves football.
Have you ever visited Tokyo?,"Yes, I went to Tokyo last year.","No, I have never been there.",I hope I can visit Tokyo someday.,"Not yet, but I want to.","Yes, it was amazing."
The bus is late. What can we do?,Let us call someone.,We can wait a few more minutes.,Maybe we should walk.,We can take the next bus.,I can check the schedule on my phone.
How was your weekend?,"Honestly, I needed more sleep.",It was busy because of homework.,Pretty good. I hung out with friends.,Not bad. I watched a few shows.,I practiced football most of the time.
What do you think about online classes?,"They are convenient, but I miss real classrooms.",I like them when the lessons are clear.,It depends on the teacher and the subject.,"They can be useful, though distractions are a problem.",I prefer face-to-face classes.
The homework was a piece of cake for me. What about you?,It took me longer than I expected.,I got most of it right.,Not for me. I found it tricky.,Same here. It was really easy.,I need to review a few parts again.
Exams are coming. How are you preparing?,I made a revision timetable.,I still need a better plan.,I review notes and practice past papers.,I study a little every evening.,I am starting with the hardest topics.
Why do you enjoy football?,I feel more confident when I do it.,I have been doing it for years.,It gives me a break from screens.,It helps me relax after school.,I can meet people who like football too.
Social media is mostly a waste of time. Do you agree?,"I see your point, but it can also be useful.",Not completely. There are educational accounts too.,I disagree. It helps me stay connected.,I partly agree. It depends how you use it.,"Yes, if people scroll all day."
My group member is not doing any work. What should I say?,You could talk to them politely first.,Explain what still needs to be finished.,"If it continues, tell the teacher.",Ask if they need help with their part.,Suggest a clear deadline for each task.
What do you want to do after high school?,I hope to find a job I really like.,I want to travel and then go to university.,Maybe I will study in Tokyo.,I am still deciding.,I want to study to become a teacher.
Should students have less homework?,I think projects are better than long worksheets.,"A little homework is fine, but not every night.",Students also need free time to rest.,It depends on the subject.,Yes. Quality matters more than quantity.
Want to hang out later?,Yes. Let’s meet at the café.,Maybe after I finish math.,I can for about an hour.,Sure. What time works for you?,"Not today, but tomorrow works."
What are your plans for this evening?,I will finish my homework first.,I am going to run after dinner.,I plan to rest and read.,I might visit the park.,I am not sure yet.
"If it rains tomorrow, what will you do?","If it rains, I will stay home.",I will study at home.,I will watch a movie indoors.,I will take an umbrella.,I will call my friend instead.
Do you think math is important?,"I think so, but it can be hard.","Yes, it is useful in daily life.",Yes. Math is important for my future.,"Yes, because it helps me learn.",Not really. I prefer other subjects.
I feel nervous about the test. What should I do?,Ask the teacher if you need help.,You should review a little every day.,Try to sleep well tonight.,Take deep breaths and stay calm.,Study with a friend.
Can you look after my bag for a minute?,"Yes, leave it here.","Sure, I can look after it.",Of course.,No problem.,Okay. I will watch it.
How is your group project going?,We finished the first part.,"It is a bit difficult, but okay.",We still need more ideas.,We will present it next week.,It is going well so far.
What should we do after school?,Maybe we can walk in the park.,How about studying together?,We could get some snacks.,Why don't we go to the park?,Let's play football.
What is Theo like?,Theo is funny.,Theo works hard at school.,Theo loves football.,Theo is friendly and kind.,"Theo is a bit quiet, but nice."
Have you ever visited Tokyo?,"Not yet, but I want to.","Yes, I went to Tokyo last year.","No, I have never been there.","Yes, it was amazing.",I hope I can visit Tokyo someday.
The bus is late. What can we do?,We can take the next bus.,Maybe we should walk.,I can check the schedule on my phone.,Let us call someone.,We can wait a few more minutes.
How was your weekend?,Pretty good. I hung out with friends.,Not bad. I watched a few shows.,It was busy because of homework.,I practiced football most of the time.,"Honestly, I needed more sleep."
What do you think about online classes?,I prefer face-to-face classes.,"They are convenient, but I miss real classrooms.","They can be useful, though distractions are a problem.",It depends on the teacher and the subject.,I like them when the lessons are clear.
The homework was a piece of cake for me. What about you?,It took me longer than I expected.,I need to review a few parts again.,Same here. It was really easy.,Not for me. I found it tricky.,I got most of it right.
Exams are coming. How are you preparing?,I made a revision timetable.,I study a little every evening.,I am starting with the hardest topics.,I review notes and practice past papers.,I still need a better plan.
Why do you enjoy football?,I feel more confident when I do it.,I can meet people who like football too.,I have been doing it for years.,It helps me relax after school.,It gives me a break from screens.
Social media is mostly a waste of time. Do you agree?,I partly agree. It depends how you use it.,"I see your point, but it can also be useful.","Yes, if people scroll all day.",I disagree. It helps me stay connected.,Not completely. There are educational accounts too.
My group member is not doing any work. What should I say?,Suggest a clear deadline for each task.,You could talk to them politely first.,"If it continues, tell the teacher.",Explain what still needs to be finished.,Ask if they need help with their part.
What do you want to do after high school?,I am still deciding.,I hope to find a job I really like.,I want to travel and then go to university.,I want to study to become a teacher.,Maybe I will study in Tokyo.
Should students have less homework?,Students also need free time to rest.,I think projects are better than long worksheets.,Yes. Quality matters more than quantity.,"A little homework is fine, but not every night.",It depends on the subject.
Want to hang out later?,Maybe after I finish math.,Yes. Let’s meet at the café.,Sure. What time works for you?,I can for about an hour.,"Not today, but tomorrow works."
What are your plans for this evening?,I am going to run after dinner.,I plan to rest and read.,I am not sure yet.,I will finish my homework first.,I might visit the park.
"If it rains tomorrow, what will you do?","If it rains, I will stay home.",I will study at home.,I will watch a movie indoors.,I will call my friend instead.,I will take an umbrella.
Do you think math is important?,"Yes, it is useful in daily life.",Yes. Math is important for my future.,"I think so, but it can be hard.","Yes, because it helps me learn.",Not really. I prefer other subjects.
I feel nervous about the test. What should I do?,You should review a little every day.,Try to sleep well tonight.,Ask the teacher if you need help.,Study with a friend.,Take deep breaths and stay calm.
Can you look after my bag for a minute?,Of course.,Okay. I will watch it.,"Sure, I can look after it.","Yes, leave it here.",No problem.
How is your group project going?,"It is a bit difficult, but okay.",We still need more ideas.,It is going well so far.,We finished the first part.,We will present it next week.
What should we do after school?,How about studying together?,Why don't we go to the park?,Let's play football.,Maybe we can walk in the park.,We could get some snacks.
What is Theo like?,Theo is friendly and kind.,Theo works hard at school.,Theo is funny.,"Theo is a bit quiet, but nice.",Theo loves football.
Have you ever visited Tokyo?,I hope I can visit Tokyo someday.,"Yes, it was amazing.","No, I have never been there.","Yes, I went to Tokyo last year.","Not yet, but I want to."
The bus is late. What can we do?,We can take the next bus.,Maybe we should walk.,Let us call someone.,I can check the schedule on my phone.,We can wait a few more minutes.
How was your weekend?,Not bad. I watched a few shows.,It was busy because of homework.,Pretty good. I hung out with friends.,"Honestly, I needed more sleep.",I practiced football most of the time.
What do you think about online classes?,"They can be useful, though distractions are a problem.",It depends on the teacher and the subject.,I prefer face-to-face classes.,I like them when the lessons are clear.,"They are convenient, but I miss real classrooms."
The homework was a piece of cake for me. What about you?,It took me longer than I expected.,I got most of it right.,Same here. It was really easy.,Not for me. I found it tricky.,I need to review a few parts again.
Exams are coming. How are you preparing?,I still need a better plan.,I am starting with the hardest topics.,I made a revision timetable.,I review notes and practice past papers.,I study a little every evening.
Why do you enjoy football?,I feel more confident when I do it.,I have been doing it for years.,It helps me relax after school.,I can meet people who like football too.,It gives me a break from screens.
Social media is mostly a waste of time. Do you agree?,I disagree. It helps me stay connected.,"I see your point, but it can also be useful.",I partly agree. It depends how you use it.,Not completely. There are educational accounts too.,"Yes, if people scroll all day."
My group member is not doing any work. What should I say?,"If it continues, tell the teacher.",You could talk to them politely first.,Ask if they need help with their part.,Suggest a clear deadline for each task.,Explain what still needs to be finished.
What do you want to do after high school?,I am still deciding.,Maybe I will study in Tokyo.,I want to study to become a teacher.,I hope to find a job I really like.,I want to travel and then go to university.
Should students have less homework?,Students also need free time to rest.,I think projects are better than long worksheets.,It depends on the subject.,"A little homework is fine, but not every night.",Yes. Quality matters more than quantity.
Want to hang out later?,I can for about an hour.,"Not today, but tomorrow works.",Yes. Let’s meet at the café.,Sure. What time works for you?,Maybe after I finish math.
What are your plans for this evening?,I will finish my homework first.,I am not sure yet.,I plan to rest and read.,I might visit the park.,I am going to run after dinner.
"If it rains tomorrow, what will you do?",I will study at home.,I will call my friend instead.,I will take an umbrella.,"If it rains, I will stay home.",I will watch a movie indoors.
Do you think math is important?,"I think so, but it can be hard.","Yes, it is useful in daily life.",Not really. I prefer other subjects.,Yes. Math is important for my future.,"Yes, because it helps me learn."
I feel nervous about the test. What should I do?,Try to sleep well tonight.,You should review a little every day.,Study with a friend.,Ask the teacher if you need help.,Take deep breaths and stay calm.
Can you look after my bag for a minute?,No problem.,"Yes, leave it here.",Of course.,Okay. I will watch it.,"Sure, I can look after it."
How is your group project going?,"It is a bit difficult, but okay.",We still need more ideas.,We will present it next week.,We finished the first part.,It is going well so far.
What should we do after school?,Maybe we can walk in the park.,How about studying together?,Let's play football.,We could get some snacks.,Why don't we go to the park?
What is Theo like?,Theo is friendly and kind.,Theo is funny.,Theo works hard at school.,"Theo is a bit quiet, but nice.",Theo loves football.
Have you ever visited Tokyo?,I hope I can visit Tokyo someday.,"Yes, I went to Tokyo last year.","No, I have never been there.","Not yet, but I want to.","Yes, it was amazing."
The bus is late. What can we do?,I can check the schedule on my phone.,Maybe we should walk.,We can wait a few more minutes.,Let us call someone.,We can take the next bus.
How was your weekend?,Not bad. I watched a few shows.,"Honestly, I needed more sleep.",Pretty good. I hung out with friends.,I practiced football most of the time.,It was busy because of homework.
What do you think about online classes?,I like them when the lessons are clear.,I prefer face-to-face classes.,"They are convenient, but I miss real classrooms.",It depends on the teacher and the subject.,"They can be useful, though distractions are a problem."
The homework was a piece of cake for me. What about you?,I need to review a few parts again.,Not for me. I found it tricky.,It took me longer than I expected.,Same here. It was really easy.,I got most of it right.
Exams are coming. How are you preparing?,I review notes and practice past papers.,I made a revision timetable.,I still need a better plan.,I study a little every evening.,I am starting with the hardest topics.
Why do you enjoy football?,I can meet people who like football too.,I have been doing it for years.,It gives me a break from screens.,It helps me relax after school.,I feel more confident when I do it.
Social media is mostly a waste of time. Do you agree?,I disagree. It helps me stay connected.,Not completely. There are educational accounts too.,I partly agree. It depends how you use it.,"I see your point, but it can also be useful.","Yes, if people scroll all day."
My group member is not doing any work. What should I say?,You could talk to them politely first.,Explain what still needs to be finished.,Suggest a clear deadline for each task.,Ask if they need help with their part.,"If it continues, tell the teacher."
What do you want to do after high school?,I hope to find a job I really like.,I am still deciding.,I want to study to become a teacher.,Maybe I will study in Tokyo.,I want to travel and then go to university.
Should students have less homework?,Yes. Quality matters more than quantity.,Students also need free time to rest.,It depends on the subject.,"A little homework is fine, but not every night.",I think projects are better than long worksheets.
Want to hang out later?,"Not today, but tomorrow works.",Sure. What time works for you?,Yes. Let’s meet at the café.,I can for about an hour.,Maybe after I finish math.
What are your plans for this evening?,I might visit the park.,I am going to run after dinner.,I am not sure yet.,I will finish my homework first.,I plan to rest and read.
"If it rains tomorrow, what will you do?",I will watch a movie indoors.,I will study at home.,I will take an umbrella.,"If it rains, I will stay home.",I will call my friend instead.
Do you think math is important?,Yes. Math is important for my future.,Not really. I prefer other subjects.,"I think so, but it can be hard.","Yes, it is useful in daily life.","Yes, because it helps me learn."
I feel nervous about the test. What should I do?,You should review a little every day.,Take deep breaths and stay calm.,Try to sleep well tonight.,Study with a friend.,Ask the teacher if you need help.
Can you look after my bag for a minute?,"Sure, I can look after it.",No problem.,"Yes, leave it here.",Of course.,Okay. I will watch it.
How is your group project going?,We finished the first part.,We will present it next week.,"It is a bit difficult, but okay.",It is going well so far.,We still need more ideas.
What should we do after school?,How about studying together?,Why don't we go to the park?,Maybe we can walk in the park.,Let's play football.,We could get some snacks.
What is Theo like?,Theo is friendly and kind.,"Theo is a bit quiet, but nice.",Theo loves football.,Theo is funny.,Theo works hard at school.
Have you ever visited Tokyo?,"Not yet, but I want to.",I hope I can visit Tokyo someday.,"Yes, I went to Tokyo last year.","Yes, it was amazing.","No, I have never been there."
The bus is late. What can we do?,We can wait a few more minutes.,I can check the schedule on my phone.,We can take the next bus.,Maybe we should walk.,Let us call someone.
How was your weekend?,Not bad. I watched a few shows.,It was busy because of homework.,Pretty good. I hung out with friends.,"Honestly, I needed more sleep.",I practiced football most of the time.
What do you think about online classes?,"They can be useful, though distractions are a problem.",I prefer face-to-face classes.,I like them when the lessons are clear.,"They are convenient, but I miss real classrooms.",It depends on the teacher and the subject.
The homework was a piece of cake for me. What about you?,Not for me. I found it tricky.,I need to review a few parts again.,It took me longer than I expected.,I got most of it right.,Same here. It was really easy.
Exams are coming. How are you preparing?,I review notes and practice past papers.,I study a little every evening.,I still need a better plan.,I made a revision timetable.,I am starting with the hardest topics.
Why do you enjoy football?,It helps me relax after school.,I feel more confident when I do it.,I have been doing it for years.,I can meet people who like football too.,It gives me a break from screens.
Social media is mostly a waste of time. Do you agree?,I disagree. It helps me stay connected.,Not completely. There are educational accounts too.,"Yes, if people scroll all day.",I partly agree. It depends how you use it.,"I see your point, but it can also be useful."
My group member is not doing any work. What should I say?,"If it continues, tell the teacher.",Ask if they need help with their part.,You could talk to them politely first.,Explain what still needs to be finished.,Suggest a clear deadline for each task.
What do you want to do after high school?,I hope to find a job I really like.,I want to travel and then go to university.,Maybe I will study in Tokyo.,I want to study to become a teacher.,I am still deciding.
Should students have less homework?,Students also need free time to rest.,"A little homework is fine, but not every night.",It depends on the subject.,Yes. Quality matters more than quantity.,I think projects are better than long worksheets.
Want to hang out later?,Maybe after I finish math.,"Not today, but tomorrow works.",Sure. What time works for you?,Yes. Let’s meet at the café.,I can for about an hour.
What are your plans for this evening?,I will finish my homework first.,I plan to rest and read.,I am going to run after dinner.,I am not sure yet.,I might visit the park.
"If it rains tomorrow, what will you do?",I will take an umbrella.,"If it rains, I will stay home.",I will study at home.,I will watch a movie indoors.,I will call my friend instead.
Do you think math is important?,Not really. I prefer other subjects.,Yes. Math is important for my future.,"Yes, it is useful in daily life.","Yes, because it helps me learn.","I think so, but it can be hard."
I feel nervous about the test. What should I do?,You should review a little every day.,Study with a friend.,Take deep breaths and stay calm.,Try to sleep well tonight.,Ask the teacher if you need help.
Can you look after my bag for a minute?,"Yes, leave it here.",Okay. I will watch it.,No problem.,"Sure, I can look after it.",Of course.
How is your group project going?,"It is a bit difficult, but okay.",We will present it next week.,We finished the first part.,It is going well so far.,We still need more ideas.
What should we do after school?,Why don't we go to the park?,We could get some snacks.,Maybe we can walk in the park.,Let's play football.,How about studying together?
What is Theo like?,Theo loves football.,Theo is funny.,Theo is friendly and kind.,"Theo is a bit quiet, but nice.",Theo works hard at school.
Have you ever visited Tokyo?,"Yes, it was amazing.",I hope I can visit Tokyo someday.,"Not yet, but I want to.","Yes, I went to Tokyo last year.","No, I have never been there."
The bus is late. What can we do?,I can check the schedule on my phone.,Maybe we should walk.,Let us call someone.,We can take the next bus.,We can wait a few more minutes.
How was your weekend?,Pretty good. I hung out with friends.,It was busy because of homework.,Not bad. I watched a few shows.,I practiced football most of the time.,"Honestly, I needed more sleep."
What do you think about online classes?,"They can be useful, though distractions are a problem.","They are convenient, but I miss real classrooms.",I prefer face-to-face classes.,I like them when the lessons are clear.,It depends on the teacher and the subject.
The homework was a piece of cake for me. What about you?,I got most of it right.,I need to review a few parts again.,Same here. It was really easy.,It took me longer than I expected.,Not for me. I found it tricky.
Exams are coming. How are you preparing?,I still need a better plan.,I review notes and practice past papers.,I made a revision timetable.,I am starting with the hardest topics.,I study a little every evening.
Why do you enjoy football?,I can meet people who like football too.,It helps me relax after school.,I feel more confident when I do it.,I have been doing it for years.,It gives me a break from screens.
Social media is mostly a waste of time. Do you agree?,I partly agree. It depends how you use it.,I disagree. It helps me stay connected.,"I see your point, but it can also be useful.","Yes, if people scroll all day.",Not completely. There are educational accounts too.
My group member is not doing any work. What should I say?,You could talk to them politely first.,Ask if they need help with their part.,Suggest a clear deadline for each task.,"If it continues, tell the teacher.",Explain what still needs to be finished.
What do you want to do after high school?,Maybe I will study in Tokyo.,I hope to find a job I really like.,I want to study to become a teacher.,I want to travel and then go to university.,I am still deciding.
Should students have less homework?,Students also need free time to rest.,"A little homework is fine, but not every night.",It depends on the subject.,I think projects are better than long worksheets.,Yes. Quality matters more than quantity.
Want to hang out later?,"Not today, but tomorrow works.",Yes. Let’s meet at the café.,Maybe after I finish math.,I can for about an hour.,Sure. What time works for you?
What are your plans for this evening?,I will finish my homework first.,I might visit the park.,I am going to run after dinner.,I plan to rest and read.,I am not sure yet.
"If it rains tomorrow, what will you do?",I will call my friend instead.,I will watch a movie indoors.,I will take an umbrella.,"If it rains, I will stay home.",I will study at home.
Do you think math is important?,"I think so, but it can be hard.","Yes, it is useful in daily life.",Not really. I prefer other subjects.,"Yes, because it helps me learn.",Yes. Math is important for my future.
I feel nervous about the test. What should I do?,Ask the teacher if you need help.,Try to sleep well tonight.,Study with a friend.,You should review a little every day.,Take deep breaths and stay calm.
Can you look after my bag for a minute?,"Yes, leave it here.",Of course.,No problem.,Okay. I will watch it.,"Sure, I can look after it."
How is your group project going?,It is going well so far.,"It is a bit difficult, but okay.",We still need more ideas.,We will present it next week.,We finished the first part.
What should we do after school?,Let's play football.,How about studying together?,Why don't we go to the park?,We could get some snacks.,Maybe we can walk in the park.
What is Theo like?,Theo works hard at school.,Theo loves football.,Theo is friendly and kind.,Theo is funny.,"Theo is a bit quiet, but nice."
Have you ever visited Tokyo?,I hope I can visit Tokyo someday.,"No, I have never been there.","Not yet, but I want to.","Yes, it was amazing.","Yes, I went to Tokyo last year."
The bus is late. What can we do?,We can wait a few more minutes.,I can check the schedule on my phone.,We can take the next bus.,Let us call someone.,Maybe we should walk.
How was your weekend?,It was busy because of homework.,I practiced football most of the time.,Pretty good. I hung out with friends.,"Honestly, I needed more sleep.",Not bad. I watched a few shows.
What do you think about online classes?,"They can be useful, though distractions are a problem.",It depends on the teacher and the subject.,"They are convenient, but I miss real classrooms.",I prefer face-to-face classes.,I like them when the lessons are clear.
The homework was a piece of cake for me. What about you?,Same here. It was really easy.,I need to review a few parts again.,It took me longer than I expected.,I got most of it right.,Not for me. I found it tricky.
Exams are coming. How are you preparing?,I still need a better plan.,I review notes and practice past papers.,I study a little every evening.,I made a revision timetable.,I am starting with the hardest topics.
Why do you enjoy football?,It helps me relax after school.,I can meet people who like football too.,It gives me a break from screens.,I have been doing it for years.,I feel more confident when I do it.
Social media is mostly a waste of time. Do you agree?,I disagree. It helps me stay connected.,I partly agree. It depends how you use it.,"Yes, if people scroll all day.","I see your point, but it can also be useful.",Not completely. There are educational accounts too.
My group member is not doing any work. What should I say?,"If it continues, tell the teacher.",You could talk to them politely first.,Suggest a clear deadline for each task.,Explain what still needs to be finished.,Ask if they need help with their part.
What do you want to do after high school?,Maybe I will study in Tokyo.,I hope to find a job I really like.,I want to travel and then go to university.,I want to study to become a teacher.,I am still deciding.
Should students have less homework?,Yes. Quality matters more than quantity.,Students also need free time to rest.,It depends on the subject.,I think projects are better than long worksheets.,"A little homework is fine, but not every night."
Want to hang out later?,"Not today, but tomorrow works.",Yes. Let’s meet at the café.,Sure. What time works for you?,Maybe after I finish math.,I can for about an hour.
What are your plans for this evening?,I plan to rest and read.,I will finish my homework first.,I am going to run after dinner.,I am not sure yet.,I might visit the park.
"If it rains tomorrow, what will you do?","If it rains, I will stay home.",I will call my friend instead.,I will study at home.,I will watch a movie indoors.,I will take an umbrella.
Do you think math is important?,"I think so, but it can be hard.",Yes. Math is important for my future.,"Yes, because it helps me learn.",Not really. I prefer other subjects.,"Yes, it is useful in daily life."
I feel nervous about the test. What should I do?,Try to sleep well tonight.,Ask the teacher if you need help.,Study with a friend.,Take deep breaths and stay calm.,You should review a little every day.
Can you look after my bag for a minute?,Okay. I will watch it.,No problem.,"Sure, I can look after it.","Yes, leave it here.",Of course.
How is your group project going?,We finished the first part.,"It is a bit difficult, but okay.",We will present it next week.,We still need more ideas.,It is going well so far.
What should we do after school?,Why don't we go to the park?,How about studying together?,We could get some snacks.,Let's play football.,Maybe we can walk in the park.
What is Theo like?,Theo works hard at school.,Theo is friendly and kind.,"Theo is a bit quiet, but nice.",Theo is funny.,Theo loves football.
Have you ever visited Tokyo?,"No, I have never been there.","Yes, it was amazing.","Not yet, but I want to.",I hope I can visit Tokyo someday.,"Yes, I went to Tokyo last year."
The bus is late. What can we do?,We can wait a few more minutes.,We can take the next bus.,Maybe we should walk.,I can check the schedule on my phone.,Let us call someone.
How was your weekend?,Not bad. I watched a few shows.,It was busy because of homework.,Pretty good. I hung out with friends.,"Honestly, I needed more sleep.",I practiced football most of the time.
What do you think about online classes?,"They can be useful, though distractions are a problem.",I like them when the lessons are clear.,I prefer face-to-face classes.,It depends on the teacher and the subject.,"They are convenient, but I miss real classrooms."
The homework was a piece of cake for me. What about you?,I need to review a few parts again.,Not for me. I found it tricky.,It took me longer than I expected.,Same here. It was really easy.,I got most of it right.
Exams are coming. How are you preparing?,I review notes and practice past papers.,I made a revision timetable.,I still need a better plan.,I am starting with the hardest topics.,I study a little every evening.
Why do you enjoy football?,I can meet people who like football too.,I feel more confident when I do it.,It gives me a break from screens.,I have been doing it for years.,It helps me relax after school.
Social media is mostly a waste of time. Do you agree?,"Yes, if people scroll all day.",I disagree. It helps me stay connected.,Not completely. There are educational accounts too.,I partly agree. It depends how you use it.,"I see your point, but it can also be useful."
My group member is not doing any work. What should I say?,Explain what still needs to be finished.,You could talk to them politely first.,Ask if they need help with their part.,"If it continues, tell the teacher.",Suggest a clear deadline for each task.
What do you want to do after high school?,I want to study to become a teacher.,I am still deciding.,I want to travel and then go to university.,Maybe I will study in Tokyo.,I hope to find a job I really like.
Should students have less homework?,It depends on the subject.,Yes. Quality matters more than quantity.,"A little homework is fine, but not every night.",Students also need free time to rest.,I think projects are better than long worksheets.
Want to hang out later?,Sure. What time works for you?,Yes. Let’s meet at the café.,"Not today, but tomorrow works.",Maybe after I finish math.,I can for about an hour.
What are your plans for this evening?,I am going to run after dinner.,I plan to rest and read.,I am not sure yet.,I might visit the park.,I will finish my homework first.
"If it rains tomorrow, what will you do?","If it rains, I will stay home.",I will take an umbrella.,I will call my friend instead.,I will study at home.,I will watch a movie indoors.
Do you think math is important?,Not really. I prefer other subjects.,"Yes, because it helps me learn.","Yes, it is useful in daily life.",Yes. Math is important for my future.,"I think so, but it can be hard."
I feel nervous about the test. What should I do?,Take deep breaths and stay calm.,You should review a little every day.,Try to sleep well tonight.,Ask the teacher if you need help.,Study with a friend.
Can you look after my bag for a minute?,No problem.,"Yes, leave it here.","Sure, I can look after it.",Okay. I will watch it.,Of course.
How is your group project going?,It is going well so far.,"It is a bit difficult, but okay.",We finished the first part.,We still need more ideas.,We will present it next week.
What should we do after school?,Maybe we can walk in the park.,Let's play football.,We could get some snacks.,Why don't we go to the park?,How about studying together?
What is Theo like?,Theo works hard at school.,"Theo is a bit quiet, but nice.",Theo is funny.,Theo is friendly and kind.,Theo loves football.
Have you ever visited Tokyo?,"Not yet, but I want to.","Yes, I went to Tokyo last year.","No, I have never been there.",I hope I can visit Tokyo someday.,"Yes, it was amazing."
The bus is late. What can we do?,Maybe we should walk.,We can wait a few more minutes.,I can check the schedule on my phone.,We can take the next bus.,Let us call someone.
How was your weekend?,Not bad. I watched a few shows.,It was busy because of homework.,I practiced football most of the time.,"Honestly, I needed more sleep.",Pretty good. I hung out with friends.
What do you think about online classes?,I like them when the lessons are clear.,"They can be useful, though distractions are a problem.","They are convenient, but I miss real classrooms.",I prefer face-to-face classes.,It depends on the teacher and the subject.
The homework was a piece of cake for me. What about you?,I got most of it right.,It took me longer than I expected.,I need to review a few parts again.,Not for me. I found it tricky.,Same here. It was really easy.
Exams are coming. How are you preparing?,I made a revision timetable.,I am starting with the hardest topics.,I still need a better plan.,I study a little every evening.,I review notes and practice past papers.
Why do you enjoy football?,It gives me a break from screens.,I have been doing it for years.,I feel more confident when I do it.,It helps me relax after school.,I can meet people who like football too.
Social media is mostly a waste of time. Do you agree?,I disagree. It helps me stay connected.,"Yes, if people scroll all day.",Not completely. There are educational accounts too.,"I see your point, but it can also be useful.",I partly agree. It depends how you use it.
My group member is not doing any work. What should I say?,Suggest a clear deadline for each task.,Explain what still needs to be finished.,Ask if they need help with their part.,You could talk to them politely first.,"If it continues, tell the teacher."
What do you want to do after high school?,I hope to find a job I really like.,I want to travel and then go to university.,I am still deciding.,Maybe I will study in Tokyo.,I want to study to become a teacher.
Should students have less homework?,It depends on the subject.,I think projects are better than long worksheets.,Yes. Quality matters more than quantity.,Students also need free time to rest.,"A little homework is fine, but not every night."
Want to hang out later?,Sure. What time works for you?,"Not today, but tomorrow works.",Yes. Let’s meet at the café.,Maybe after I finish math.,I can for about an hour.
What are your plans for this evening?,I am not sure yet.,I plan to rest and read.,I will finish my homework first.,I am going to run after dinner.,I might visit the park.
"If it rains tomorrow, what will you do?",I will watch a movie indoors.,I will take an umbrella.,I will call my friend instead.,"If it rains, I will stay home.",I will study at home.
Do you think math is important?,Not really. I prefer other subjects.,Yes. Math is important for my future.,"Yes, because it helps me learn.","I think so, but it can be hard.","Yes, it is useful in daily life."
I feel nervous about the test. What should I do?,Take deep breaths and stay calm.,Study with a friend.,You should review a little every day.,Try to sleep well tonight.,Ask the teacher if you need help.
