bot_message,reply_1,reply_2,reply_3,reply_4,reply_5
Do you like cookie?,"Yes, I like cookie.",I love cookie!,Yummy!,Yes!,"No, I don't like cookie."
What do you want to play with?,"The ball, please.",I like the ball.,Let's play with the ball.,"A teddy, please.",I want the ball.
How many do you see?,Four.,One.,One toys.,I see one.,There are one.
Who is this?,It is my mom.,This is Lila.,My sister.,My mom.,This is my mom.
Where are you?,In the farm.,I am home.,At the park.,I am at the park.,I am at school.
What can you do?,I can run.,I can play.,I can jump.,I can eat.,Okay.
Please say thank you.,"Thank you, friend!",Thanks!,Thanks a lot!,Thank you!,Thank you very much!
"Can I have some juice, please?","Yes, please.",Here you are.,Okay.,Yes.,Please.
Hello!,"Hi, friend!",Hi there!,Hello!,"Hello, Benny!",Hi!
How are you?,I am happy.,I am good.,I am great!,I am fine.,I am okay.
What is your name?,I am Ken.,I'm Ken.,My name is Ben.,My name is Ken.,I am Ben.
Nice to meet you!,Nice to meet you!,Hi!,You too!,Thank you!,Nice to meet you too!
Say goodbye!,See you!,Bye-bye!,Bye!,Goodbye!,Good night!
What color is this?,This is pink.,It is green.,It is pink.,I see pink.,Pink.
What animal do you see?,A fish.,It is a kangaroo.,"Look, a kangaroo!",A kangaroo.,I see a kangaroo.
Do you like cookie?,I love cookie!,"Yes, I like cookie.",Yes!,"No, I don't like cookie.",Yummy!
What do you want to play with?,Let's play with the ball.,"A teddy, please.","The ball, please.",I want the ball.,I like the ball.
How many do you see?,I see one.,One.,There are one.,One toys.,Four.
Who is this?,My sister.,My mom.,It is my mom.,This is Nico.,This is my mom.
Where are you?,I am at the park.,I am at school.,In the farm.,I am home.,At the park.
What can you do?,I can run.,I can jump.,I can play.,I can eat.,Okay.
Please say thank you.,Thanks a lot!,Thanks!,Thank you very much!,"Thank you, friend!",Thank you!
"Can I have some juice, please?",Yes.,"Yes, please.",Here you are.,Please.,Okay.
Hello!,Hello!,"Hello, Benny!",Hi there!,"Hi, friend!",Hi!
How are you?,I am great!,I am okay.,I am happy.,I am fine.,I am good.
What is your name?,My name is Lara.,My name is Noor.,I am Lara.,I'm Lara.,I am Noor.
Nice to meet you!,Nice to meet you too!,You too!,Nice to meet you!,Hi!,Thank you!
Say goodbye!,Bye-bye!,Bye!,Goodbye!,Good night!,See you!
What color is this?,This is gray.,It is green.,Gray.,It is gray.,I see gray.
What animal do you see?,A fish.,A kangaroo.,I see a kangaroo.,It is a kangaroo.,"Look, a kangaroo!"
Do you like cookie?,"No, I don't like cookie.",Yummy!,I love cookie!,Yes!,"Yes, I like cookie."
What do you want to play with?,"A teddy, please.",Let's play with the ball.,"The ball, please.",I want the ball.,I like the ball.
How many do you see?,One.,One toys.,I see one.,There are one.,Four.
Who is this?,My mom.,This is Ana.,This is my mom.,It is my mom.,My sister.
Where are you?,At the park.,I am home.,In the farm.,I am at the park.,I am at school.
What can you do?,I can run.,I can jump.,I can eat.,I can play.,Okay.
Please say thank you.,Thanks!,Thank you!,Thank you very much!,"Thank you, friend!",Thanks a lot!
"Can I have some juice, please?","Yes, please.",Yes.,Okay.,Please.,Here you are.
Hello!,Hi!,Hi there!,Hello!,"Hello, Benny!","Hi, friend!"
How are you?,I am happy.,I am great!,I am good.,I am fine.,I am okay.
What is your name?,I am Eli.,I am Sam.,I'm Sam.,My name is Eli.,My name is Sam.
Nice to meet you!,Hi!,You too!,Nice to meet you too!,Nice to meet you!,Thank you!
Say goodbye!,Goodbye!,See you!,Bye!,Good night!,Bye-bye!
What color is this?,This is yellow.,It is yellow.,It is green.,Yellow.,I see yellow.
What animal do you see?,It is a goat.,A fish.,"Look, a goat!",A goat.,I see a goat.
Do you like cookie?,"Yes, I like cookie.",Yummy!,"No, I don't like cookie.",Yes!,I love cookie!
What do you want to play with?,"The ball, please.",Let's play with the ball.,I want the ball.,I like the ball.,"A teddy, please."
How many do you see?,There are one.,One.,One toys.,I see one.,Four.
Who is this?,My mom.,It is my mom.,This is Luca.,This is my mom.,My sister.
Where are you?,At the park.,I am home.,I am at the park.,In the farm.,I am at school.
What can you do?,I can play.,I can jump.,I can run.,I can eat.,Okay.
Please say thank you.,Thanks a lot!,"Thank you, friend!",Thank you very much!,Thanks!,Thank you!
"Can I have some juice, please?",Please.,"Yes, please.",Okay.,Here you are.,Yes.
Hello!,"Hi, friend!",Hi there!,Hi!,"Hello, Benny!",Hello!
How are you?,I am good.,I am great!,I am okay.,I am fine.,I am happy.
What is your name?,My name is Sam.,I am Noor.,I'm Noor.,I am Sam.,My name is Noor.
Nice to meet you!,Hi!,Nice to meet you too!,Nice to meet you!,You too!,Thank you!
Say goodbye!,Bye-bye!,Good night!,Bye!,See you!,Goodbye!
What color is this?,It is purple.,This is purple.,It is green.,Purple.,I see purple.
What animal do you see?,"Look, a goat!",I see a goat.,A goat.,It is a goat.,A fish.
Do you like cookie?,Yes!,"No, I don't like cookie.","Yes, I like cookie.",Yummy!,I love cookie!
What do you want to play with?,"The ball, please.",I want the ball.,I like the ball.,"A teddy, please.",Let's play with the ball.
How many do you see?,There are one.,One.,I see one.,Four.,One toys.
Who is this?,My sister.,This is my mom.,My mom.,This is Lila.,It is my mom.
Where are you?,At the park.,I am home.,I am at the park.,I am at school.,In the farm.
What can you do?,I can run.,I can eat.,I can play.,I can jump.,Okay.
Please say thank you.,"Thank you, friend!",Thanks!,Thank you very much!,Thank you!,Thanks a lot!
"Can I have some juice, please?","Yes, please.",Okay.,Please.,Here you are.,Yes.
Hello!,Hello!,Hi!,Hi there!,"Hello, Benny!","Hi, friend!"
How are you?,I am happy.,I am fine.,I am okay.,I am good.,I am great!
What is your name?,I'm Ken.,My name is Ken.,My name is Maya.,I am Ken.,I am Maya.
Nice to meet you!,Hi!,Nice to meet you too!,Nice to meet you!,Thank you!,You too!
Say goodbye!,Goodbye!,Bye-bye!,See you!,Bye!,Good night!
What color is this?,This is white.,It is white.,It is green.,I see white.,White.
What animal do you see?,I see a goat.,A fish.,A goat.,It is a goat.,"Look, a goat!"
Do you like cookie?,I love cookie!,Yummy!,Yes!,"No, I don't like cookie.","Yes, I like cookie."
What do you want to play with?,Let's play with the ball.,I like the ball.,I want the ball.,"A teddy, please.","The ball, please."
How many do you see?,I see one.,One toys.,Four.,There are one.,One.
Who is this?,It is my mom.,My sister.,This is my mom.,This is Nico.,My mom.
Where are you?,In the farm.,At the park.,I am at the park.,I am at school.,I am home.
What can you do?,I can jump.,I can eat.,I can run.,I can play.,Okay.
Please say thank you.,Thank you!,Thank you very much!,Thanks a lot!,"Thank you, friend!",Thanks!
"Can I have some juice, please?",Please.,Yes.,Here you are.,"Yes, please.",Okay.
Hello!,Hi there!,Hello!,Hi!,"Hello, Benny!","Hi, friend!"
How are you?,I am happy.,I am fine.,I am great!,I am okay.,I am good.
What is your name?,I am Nico.,I'm Lara.,My name is Nico.,My name is Lara.,I am Lara.
Nice to meet you!,Nice to meet you too!,You too!,Hi!,Nice to meet you!,Thank you!
Say goodbye!,Bye!,Goodbye!,See you!,Good night!,Bye-bye!
What color is this?,This is blue.,I see blue.,It is blue.,It is green.,Blue.
What animal do you see?,A fish.,A hen.,"Look, a hen!",It is a hen.,I see a hen.
Do you like cookie?,Yes!,Yummy!,"Yes, I like cookie.",I love cookie!,"No, I don't like cookie."
What do you want to play with?,"The ball, please.",I like the ball.,"A teddy, please.",I want the ball.,Let's play with the ball.
How many do you see?,One.,Four.,One toys.,There are one.,I see one.
Who is this?,This is my mom.,This is Ana.,My mom.,My sister.,It is my mom.
Where are you?,At the park.,I am at the park.,I am at school.,In the farm.,I am home.
What can you do?,I can eat.,I can run.,I can play.,I can jump.,Okay.
Please say thank you.,Thanks a lot!,Thanks!,Thank you!,Thank you very much!,"Thank you, friend!"
"Can I have some juice, please?","Yes, please.",Please.,Okay.,Here you are.,Yes.
Hello!,"Hi, friend!",Hi!,Hi there!,Hello!,"Hello, Benny!"
How are you?,I am great!,I am okay.,I am fine.,I am happy.,I am good.
What is your name?,My name is Sam.,My name is Leo.,I am Leo.,I'm Sam.,I am Sam.
Nice to meet you!,Nice to meet you!,Hi!,You too!,Nice to meet you too!,Thank you!
Say goodbye!,Bye-bye!,See you!,Bye!,Goodbye!,Good night!
What color is this?,This is orange.,I see orange.,Orange.,It is orange.,It is green.
What animal do you see?,I see a hen.,A fish.,"Look, a hen!",It is a hen.,A hen.
Do you like cookie?,Yummy!,Yes!,I love cookie!,"Yes, I like cookie.","No, I don't like cookie."
What do you want to play with?,"The ball, please.",Let's play with the ball.,I like the ball.,I want the ball.,"A teddy, please."
How many do you see?,One toys.,Four.,One.,There are one.,I see one.
Who is this?,My mom.,My sister.,It is my mom.,This is my mom.,This is Luca.
Where are you?,I am at school.,I am home.,At the park.,I am at the park.,In the farm.
What can you do?,I can run.,I can play.,I can jump.,I can eat.,Okay.
Please say thank you.,Thanks!,Thank you!,"Thank you, friend!",Thank you very much!,Thanks a lot!
"Can I have some juice, please?",Okay.,Please.,Yes.,Here you are.,"Yes, please."
Hello!,Hi there!,Hi!,Hello!,"Hi, friend!","Hello, Benny!"
How are you?,I am fine.,I am happy.,I am great!,I am good.,I am okay.
What is your name?,I am Noor.,I'm Noor.,My name is Noor.,I am Lila.,My name is Lila.
Nice to meet you!,Nice to meet you!,Nice to meet you too!,Thank you!,You too!,Hi!
Say goodbye!,See you!,Goodbye!,Good night!,Bye-bye!,Bye!
What color is this?,I see black.,This is black.,It is green.,Black.,It is black.
What animal do you see?,A hen.,A fish.,"Look, a hen!",I see a hen.,It is a hen.
Do you like cookie?,"Yes, I like cookie.","No, I don't like cookie.",Yes!,Yummy!,I love cookie!
What do you want to play with?,Let's play with the ball.,"The ball, please.","A teddy, please.",I like the ball.,I want the ball.
How many do you see?,One toys.,There are one.,Four.,One.,I see one.
Who is this?,This is my mom.,My mom.,It is my mom.,This is Lila.,My sister.
Where are you?,In the farm.,I am at the park.,I am at school.,At the park.,I am home.
What can you do?,I can jump.,I can play.,I can run.,I can eat.,Okay.
Please say thank you.,"Thank you, friend!",Thank you very much!,Thank you!,Thanks a lot!,Thanks!
"Can I have some juice, please?",Yes.,Please.,Here you are.,Okay.,"Yes, please."
Hello!,"Hi, friend!",Hi!,Hi there!,"Hello, Benny!",Hello!
How are you?,I am fine.,I am good.,I am okay.,I am great!,I am happy.
What is your name?,I am Omar.,I'm Ken.,My name is Omar.,I am Ken.,My name is Ken.
Nice to meet you!,Nice to meet you!,Nice to meet you too!,Hi!,You too!,Thank you!
Say goodbye!,Goodbye!,Good night!,See you!,Bye-bye!,Bye!
What color is this?,It is red.,I see red.,This is red.,Red.,It is green.
What animal do you see?,"Look, a puppy!",I see a puppy.,It is a puppy.,A fish.,A puppy.
Do you like cookie?,"Yes, I like cookie.",Yes!,"No, I don't like cookie.",I love cookie!,Yummy!
What do you want to play with?,"The ball, please.",I like the ball.,Let's play with the ball.,I want the ball.,"A teddy, please."
How many do you see?,One toys.,There are one.,One.,Four.,I see one.
Who is this?,This is my mom.,It is my mom.,My mom.,My sister.,This is Nico.
Where are you?,I am at the park.,I am home.,At the park.,I am at school.,In the farm.
What can you do?,I can run.,I can eat.,I can play.,I can jump.,Okay.
Please say thank you.,Thank you very much!,Thanks a lot!,"Thank you, friend!",Thanks!,Thank you!
"Can I have some juice, please?",Yes.,Okay.,"Yes, please.",Please.,Here you are.
Hello!,"Hi, friend!",Hi there!,Hi!,"Hello, Benny!",Hello!
How are you?,I am great!,I am okay.,I am good.,I am fine.,I am happy.
What is your name?,My name is Lara.,I'm Lara.,I am Lara.,My name is Zoe.,I am Zoe.
Nice to meet you!,Nice to meet you too!,Nice to meet you!,Hi!,Thank you!,You too!
Say goodbye!,Good night!,Bye-bye!,Bye!,Goodbye!,See you!
What color is this?,I see green.,Green.,This is green.,It is green.,Okay.
What animal do you see?,A puppy.,A fish.,"Look, a puppy!",It is a puppy.,I see a puppy.
Do you like cookie?,Yummy!,"Yes, I like cookie.","No, I don't like cookie.",I love cookie!,Yes!
What do you want to play with?,I like the ball.,"A teddy, please.","The ball, please.",I want the ball.,Let's play with the ball.
How many do you see?,There are one.,I see one.,One.,One toys.,Four.
Who is this?,This is Ana.,My sister.,My mom.,This is my mom.,It is my mom.
Where are you?,I am home.,In the farm.,I am at school.,I am at the park.,At the park.
What can you do?,I can play.,I can run.,I can jump.,I can eat.,Okay.
Please say thank you.,Thank you!,Thanks a lot!,"Thank you, friend!",Thank you very much!,Thanks!
"Can I have some juice, please?",Here you are.,Yes.,Okay.,Please.,"Yes, please."
Hello!,Hi!,Hello!,Hi there!,"Hello, Benny!","Hi, friend!"
How are you?,I am fine.,I am good.,I am okay.,I am happy.,I am great!
What is your name?,I am Sam.,My name is Ken.,I am Ken.,My name is Sam.,I'm Sam.
Nice to meet you!,Nice to meet you too!,Hi!,Thank you!,Nice to meet you!,You too!
Say goodbye!,Bye-bye!,Good night!,Goodbye!,See you!,Bye!
What color is this?,This is brown.,Brown.,I see brown.,It is brown.,It is green.
What animal do you see?,I see a puppy.,A puppy.,"Look, a puppy!",It is a puppy.,A fish.
Do you like cookie?,"Yes, I like cookie.","No, I don't like cookie.",Yummy!,Yes!,I love cookie!
What do you want to play with?,"A teddy, please.",I want the ball.,I like the ball.,Let's play with the ball.,"The ball, please."
How many do you see?,I see one.,One.,One toys.,Four.,There are one.
Who is this?,It is my mom.,My mom.,This is my mom.,This is Luca.,My sister.
Where are you?,I am home.,I am at the park.,I am at school.,At the park.,In the farm.
What can you do?,I can eat.,I can play.,I can run.,I can jump.,Okay.
Please say thank you.,Thanks!,Thank you!,Thank you very much!,Thanks a lot!,"Thank you, friend!"
"Can I have some juice, please?",Okay.,Yes.,Here you are.,"Yes, please.",Please.
Hello!,"Hi, friend!",Hi there!,Hello!,Hi!,"Hello, Benny!"
How are you?,I am happy.,I am fine.,I am okay.,I am great!,I am good.
What is your name?,I'm Noor.,I am Ben.,I am Noor.,My name is Noor.,My name is Ben.
Nice to meet you!,Nice to meet you!,Hi!,You too!,Thank you!,Nice to meet you too!
Say goodbye!,Bye-bye!,See you!,Goodbye!,Good night!,Bye!
What color is this?,It is green.,It is gray.,I see gray.,This is gray.,Gray.
What animal do you see?,A puppy.,I see a puppy.,A fish.,It is a puppy.,"Look, a puppy!"
Do you like cookie?,"No, I don't like cookie.",Yes!,I love cookie!,"Yes, I like cookie.",Yummy!
What do you want to play with?,"A teddy, please.",I like the ball.,"The ball, please.",Let's play with the ball.,I want the ball.
How many do you see?,One.,There are one.,I see one.,One toys.,Four.
Who is this?,My mom.,My sister.,This is my mom.,This is Lila.,It is my mom.
Where are you?,I am at school.,In the farm.,At the park.,I am at the park.,I am home.
What can you do?,I can eat.,I can play.,I can jump.,I can run.,Okay.
Please say thank you.,"Thank you, friend!",Thank you very much!,Thanks a lot!,Thank you!,Thanks!
"Can I have some juice, please?",Yes.,Okay.,Please.,Here you are.,"Yes, please."
Hello!,Hi there!,Hello!,"Hello, Benny!",Hi!,"Hi, friend!"
How are you?,I am happy.,I am okay.,I am great!,I am good.,I am fine.
What is your name?,I am Noor.,My name is Noor.,I am Ken.,I'm Ken.,My name is Ken.
Nice to meet you!,Nice to meet you!,Hi!,Nice to meet you too!,You too!,Thank you!
Say goodbye!,Good night!,Goodbye!,See you!,Bye!,Bye-bye!
What color is this?,This is yellow.,I see yellow.,Yellow.,It is green.,It is yellow.
What animal do you see?,A kitten.,I see a kitten.,"Look, a kitten!",A fish.,It is a kitten.
Do you like cookie?,"No, I don't like cookie.",Yes!,"Yes, I like cookie.",I love cookie!,Yummy!
What do you want to play with?,Let's play with the ball.,"A teddy, please.","The ball, please.",I want the ball.,I like the ball.
How many do you see?,One toys.,One.,There are one.,Four.,I see one.
Who is this?,My sister.,It is my mom.,This is my mom.,My mom.,This is Nico.
Where are you?,I am at school.,In the farm.,I am at the park.,At the park.,I am home.
What can you do?,I can run.,I can play.,I can eat.,I can jump.,Okay.
Please say thank you.,Thank you very much!,"Thank you, friend!",Thank you!,Thanks!,Thanks a lot!
"Can I have some juice, please?",Here you are.,Yes.,Okay.,"Yes, please.",Please.
Hello!,"Hello, Benny!",Hi there!,Hi!,Hello!,"Hi, friend!"
How are you?,I am great!,I am happy.,I am good.,I am fine.,I am okay.
What is your name?,My name is Eli.,I'm Lara.,I am Eli.,I am Lara.,My name is Lara.
Nice to meet you!,Nice to meet you!,Thank you!,You too!,Hi!,Nice to meet you too!
Say goodbye!,Good night!,Bye-bye!,See you!,Bye!,Goodbye!
What color is this?,It is pink.,It is green.,This is pink.,Pink.,I see pink.
What animal do you see?,It is a kitten.,I see a kitten.,A kitten.,A fish.,"Look, a kitten!"
Do you like cookie?,I love cookie!,"No, I don't like cookie.","Yes, I like cookie.",Yes!,Yummy!
What do you want to play with?,Let's play with the ball.,"The ball, please.",I want the ball.,I like the ball.,"A teddy, please."
How many do you see?,Four.,One.,I see one.,There are one.,One toys.
Who is this?,It is my mom.,This is Ana.,My sister.,This is my mom.,My mom.
Where are you?,In the farm.,I am at the park.,I am at school.,I am home.,At the park.
What can you do?,I can run.,I can jump.,I can play.,I can eat.,Okay.
Please say thank you.,"Thank you, friend!",Thank you!,Thanks a lot!,Thank you very much!,Thanks!
"Can I have some juice, please?",Yes.,"Yes, please.",Okay.,Please.,Here you are.
Hello!,"Hello, Benny!","Hi, friend!",Hi there!,Hi!,Hello!
How are you?,I am fine.,I am great!,I am good.,I am okay.,I am happy.
What is your name?,My name is Ana.,I'm Sam.,I am Sam.,My name is Sam.,I am Ana.
Nice to meet you!,Nice to meet you too!,Hi!,You too!,Nice to meet you!,Thank you!
Say goodbye!,Bye-bye!,Goodbye!,Good night!,Bye!,See you!
What color is this?,White.,It is white.,This is white.,It is green.,I see white.
What animal do you see?,It is a kitten.,"Look, a kitten!",I see a kitten.,A kitten.,A fish.
Do you like cookie?,I love cookie!,Yes!,Yummy!,"Yes, I like cookie.","No, I don't like cookie."
What do you want to play with?,I like the ball.,"A teddy, please.",Let's play with the ball.,I want the ball.,"The ball, please."
How many do you see?,Four.,One.,There are one.,One toys.,I see one.
Who is this?,My sister.,This is my mom.,It is my mom.,This is Luca.,My mom.
Where are you?,In the farm.,I am at school.,I am at the park.,I am home.,At the park.
What can you do?,I can play.,I can run.,I can eat.,I can jump.,Okay.
Please say thank you.,Thank you!,Thank you very much!,Thanks!,"Thank you, friend!",Thanks a lot!
"Can I have some juice, please?",Please.,Here you are.,Okay.,Yes.,"Yes, please."
Hello!,"Hello, Benny!","Hi, friend!",Hello!,Hi there!,Hi!
How are you?,I am fine.,I am happy.,I am great!,I am okay.,I am good.
What is your name?,I am Maya.,I'm Noor.,My name is Maya.,I am Noor.,My name is Noor.
Nice to meet you!,You too!,Thank you!,Nice to meet you too!,Hi!,Nice to meet you!
Say goodbye!,Bye-bye!,Bye!,See you!,Goodbye!,Good night!
What color is this?,I see blue.,Blue.,It is green.,This is blue.,It is blue.
What animal do you see?,I see a lamb.,"Look, a lamb!",It is a lamb.,A lamb.,A fish.
Do you like cookie?,I love cookie!,Yes!,"No, I don't like cookie.",Yummy!,"Yes, I like cookie."
What do you want to play with?,Let's play with the ball.,"A teddy, please.",I want the ball.,"The ball, please.",I like the ball.
How many do you see?,One toys.,One.,Four.,I see one.,There are one.
Who is this?,It is my mom.,My mom.,This is Lila.,This is my mom.,My sister.
Where are you?,I am home.,I am at the park.,At the park.,I am at school.,In the farm.
What can you do?,I can play.,I can eat.,I can jump.,I can run.,Okay.
Please say thank you.,"Thank you, friend!",Thank you very much!,Thanks!,Thanks a lot!,Thank you!
"Can I have some juice, please?",Yes.,"Yes, please.",Here you are.,Okay.,Please.
Hello!,"Hello, Benny!","Hi, friend!",Hello!,Hi there!,Hi!
How are you?,I am good.,I am fine.,I am great!,I am happy.,I am okay.
What is your name?,I am Ken.,My name is Ken.,I am Nico.,My name is Nico.,I'm Ken.
Nice to meet you!,Nice to meet you!,Nice to meet you too!,Thank you!,Hi!,You too!
Say goodbye!,Bye-bye!,See you!,Bye!,Good night!,Goodbye!
What color is this?,I see purple.,It is purple.,This is purple.,It is green.,Purple.
What animal do you see?,It is a lamb.,"Look, a lamb!",A lamb.,A fish.,I see a lamb.
Do you like cookie?,"Yes, I like cookie.",Yummy!,I love cookie!,Yes!,"No, I don't like cookie."
What do you want to play with?,"The ball, please.",I want the ball.,"A teddy, please.",Let's play with the ball.,I like the ball.
How many do you see?,Four.,I see one.,There are one.,One.,One toys.
Who is this?,My mom.,This is my mom.,This is Nico.,It is my mom.,My sister.
Where are you?,At the park.,I am home.,I am at the park.,In the farm.,I am at school.
What can you do?,I can run.,I can eat.,I can play.,I can jump.,Okay.
Please say thank you.,"Thank you, friend!",Thanks!,Thank you very much!,Thank you!,Thanks a lot!
"Can I have some juice, please?","Yes, please.",Please.,Yes.,Okay.,Here you are.
Hello!,Hello!,"Hello, Benny!",Hi!,"Hi, friend!",Hi there!
How are you?,I am good.,I am happy.,I am great!,I am fine.,I am okay.
What is your name?,I'm Lara.,My name is Lara.,I am Lara.,I am Leo.,My name is Leo.
Nice to meet you!,Thank you!,Nice to meet you too!,Nice to meet you!,Hi!,You too!
Say goodbye!,See you!,Goodbye!,Good night!,Bye!,Bye-bye!
What color is this?,This is black.,Black.,It is green.,It is black.,I see black.
What animal do you see?,It is a lamb.,A fish.,A lamb.,"Look, a lamb!",I see a lamb.
Do you like cookie?,"Yes, I like cookie.",Yes!,"No, I don't like cookie.",I love cookie!,Yummy!
What do you want to play with?,"A teddy, please.",I like the ball.,I want the ball.,Let's play with the ball.,"The ball, please."
How many do you see?,Four.,One.,One toys.,There are one.,I see one.
Who is this?,This is my mom.,This is Ana.,My mom.,It is my mom.,My sister.
Where are you?,I am at school.,In the farm.,I am home.,At the park.,I am at the park.
What can you do?,I can eat.,I can jump.,I can run.,I can play.,Okay.
Please say thank you.,Thanks!,Thanks a lot!,"Thank you, friend!",Thank you very much!,Thank you!
"Can I have some juice, please?",Here you are.,Yes.,"Yes, please.",Please.,Okay.
Hello!,Hi there!,Hello!,"Hello, Benny!","Hi, friend!",Hi!
How are you?,I am happy.,I am okay.,I am fine.,I am great!,I am good.
What is your name?,My name is Theo.,I am Sam.,I'm Sam.,My name is Sam.,I am Theo.
Nice to meet you!,Hi!,Nice to meet you too!,Nice to meet you!,You too!,Thank you!
Say goodbye!,See you!,Good night!,Bye!,Goodbye!,Bye-bye!
What color is this?,I see red.,It is green.,It is red.,Red.,This is red.
What animal do you see?,A fish.,I see a calf.,"Look, a calf!",A calf.,It is a calf.
Do you like cookie?,"No, I don't like cookie.","Yes, I like cookie.",I love cookie!,Yes!,Yummy!
What do you want to play with?,I like the ball.,"The ball, please.","A teddy, please.",Let's play with the ball.,I want the ball.
How many do you see?,I see one.,There are one.,One.,Four.,One toys.
Who is this?,It is my mom.,This is Luca.,My mom.,My sister.,This is my mom.
Where are you?,I am at the park.,At the park.,In the farm.,I am at school.,I am home.
What can you do?,I can run.,I can play.,I can jump.,I can eat.,Okay.
Please say thank you.,Thanks a lot!,Thank you!,"Thank you, friend!",Thanks!,Thank you very much!
"Can I have some juice, please?",Yes.,"Yes, please.",Here you are.,Okay.,Please.
Hello!,"Hi, friend!",Hi there!,"Hello, Benny!",Hello!,Hi!
How are you?,I am fine.,I am happy.,I am good.,I am okay.,I am great!
What is your name?,My name is Omar.,I am Omar.,My name is Noor.,I'm Noor.,I am Noor.
Nice to meet you!,Nice to meet you!,You too!,Nice to meet you too!,Thank you!,Hi!
Say goodbye!,Goodbye!,Bye!,Bye-bye!,Good night!,See you!
What color is this?,This is orange.,I see orange.,Orange.,It is orange.,It is green.
What animal do you see?,A calf.,I see a calf.,It is a calf.,"Look, a calf!",A fish.
Do you like cookie?,"No, I don't like cookie.",Yummy!,Yes!,"Yes, I like cookie.",I love cookie!
What do you want to play with?,I like the ball.,"A teddy, please.","The ball, please.",Let's play with the ball.,I want the ball.
How many do you see?,I see one.,One toys.,One.,Four.,There are one.
Who is this?,My sister.,This is Lila.,This is my mom.,It is my mom.,My mom.
Where are you?,I am home.,In the farm.,At the park.,I am at school.,I am at the park.
What can you do?,I can play.,I can eat.,I can run.,I can jump.,Okay.
Please say thank you.,Thanks a lot!,"Thank you, friend!",Thank you very much!,Thank you!,Thanks!
"Can I have some juice, please?",Yes.,Here you are.,Please.,"Yes, please.",Okay.
Hello!,Hi there!,"Hello, Benny!",Hello!,"Hi, friend!",Hi!
How are you?,I am happy.,I am fine.,I am great!,I am okay.,I am good.
What is your name?,I am Zoe.,My name is Zoe.,I am Ken.,My name is Ken.,I'm Ken.
Nice to meet you!,Nice to meet you!,Nice to meet you too!,Thank you!,Hi!,You too!
Say goodbye!,See you!,Good night!,Bye-bye!,Bye!,Goodbye!
What color is this?,This is brown.,It is green.,Brown.,It is brown.,I see brown.
What animal do you see?,It is a calf.,A fish.,I see a calf.,"Look, a calf!",A calf.
Do you like cookie?,"No, I don't like cookie.",I love cookie!,Yes!,Yummy!,"Yes, I like cookie."
What do you want to play with?,I want the ball.,I like the ball.,"A teddy, please.","The ball, please.",Let's play with the ball.
How many do you see?,One toys.,There are one.,One.,I see one.,Four.
Who is this?,My sister.,My mom.,It is my mom.,This is my mom.,This is Nico.
Where are you?,At the park.,I am home.,I am at school.,In the farm.,I am at the park.
What can you do?,I can run.,I can jump.,I can eat.,I can play.,Okay.
Please say thank you.,Thanks a lot!,Thanks!,Thank you!,Thank you very much!,"Thank you, friend!"
"Can I have some juice, please?",Okay.,Please.,Yes.,Here you are.,"Yes, please."
Hello!,Hi there!,Hello!,"Hello, Benny!",Hi!,"Hi, friend!"
How are you?,I am great!,I am happy.,I am okay.,I am fine.,I am good.
What is your name?,My name is Lara.,I am Lara.,My name is Ken.,I'm Lara.,I am Ken.
Nice to meet you!,Nice to meet you!,Nice to meet you too!,Thank you!,Hi!,You too!
Say goodbye!,Bye!,Bye-bye!,Goodbye!,Good night!,See you!
What color is this?,Gold.,It is gold.,This is gold.,I see gold.,It is green.
What animal do you see?,I see a calf.,A fish.,"Look, a calf!",A calf.,It is a calf.
Do you like cookie?,"Yes, I like cookie.",I love cookie!,Yes!,Yummy!,"No, I don't like cookie."
What do you want to play with?,I want the ball.,I like the ball.,"The ball, please.","A teddy, please.",Let's play with the ball.
How many do you see?,I see one.,One.,There are one.,One toys.,Four.
Who is this?,It is my mom.,My mom.,This is my mom.,This is Ana.,My sister.
Where are you?,In the farm.,I am home.,I am at the park.,I am at school.,At the park.
What can you do?,I can jump.,I can eat.,I can play.,I can run.,Okay.
Please say thank you.,Thank you!,"Thank you, friend!",Thanks!,Thanks a lot!,Thank you very much!
"Can I have some juice, please?",Okay.,Yes.,Please.,Here you are.,"Yes, please."
Hello!,"Hi, friend!",Hi!,"Hello, Benny!",Hello!,Hi there!
How are you?,I am good.,I am fine.,I am happy.,I am okay.,I am great!
What is your name?,I'm Sam.,I am Yuki.,My name is Yuki.,My name is Sam.,I am Sam.
Nice to meet you!,Thank you!,Hi!,Nice to meet you too!,Nice to meet you!,You too!
Say goodbye!,Bye!,Goodbye!,Bye-bye!,Good night!,See you!
What color is this?,Yellow.,This is yellow.,I see yellow.,It is green.,It is yellow.
What animal do you see?,"Look, a ant!",A ant.,I see a ant.,It is a ant.,A fish.
Do you like cookie?,"No, I don't like cookie.",Yes!,"Yes, I like cookie.",I love cookie!,Yummy!
What do you want to play with?,I like the ball.,I want the ball.,"The ball, please.",Let's play with the ball.,"A teddy, please."
How many do you see?,There are one.,I see one.,Four.,One.,One toys.
Who is this?,My mom.,My sister.,This is my mom.,This is Luca.,It is my mom.
Where are you?,I am at school.,At the park.,I am home.,I am at the park.,In the farm.
What can you do?,I can run.,I can play.,I can jump.,I can eat.,Okay.
